model_type,	noise,angle,sig_frac,n_epochs,train_time,epochs,eval_acc,train_acc,test_acc,eval_loss,train_loss,test_loss,weighted_n_events,n_raw_bkgd,n_raw_sig,n_pass_bkgd,n_pass_sig,raw_signif,pass_signif
relegator_factor,	0.2,1.4,0.1,1000,32.4414,454,0.7659,0.7658,0.7659,0.0219,0.0257,0.0241,100000,12003,9875,1183,8247,66.763,84.926
relegator_factor,	0.2,1.4,0.1,1000,29.4221,408,0.7499,0.7498,0.7499,0.0231,0.0278,0.0216,100000,12112,9870,1024,8033,66.571,84.408
relegator_factor,	0.2,1.4,0.1,1000,36.5751,511,0.6512,0.6511,0.6513,0.0215,0.0270,0.0197,100000,11945,9876,817,7875,66.857,84.468
relegator_factor,	0.2,1.4,0.1,1000,28.4312,394,0.7518,0.7517,0.7518,0.0231,0.0276,0.0224,100000,12300,9875,1215,8235,66.314,84.713
relegator_factor,	0.2,1.4,0.1,1000,26.6516,371,0.7551,0.7550,0.7552,0.0244,0.0287,0.0243,100000,11950,9876,1218,8178,66.849,84.368
relegator_factor,	0.2,1.4,0.1,1000,35.9755,505,0.7798,0.7797,0.7798,0.0208,0.0259,0.0224,100000,12232,9888,1148,8221,66.484,84.933
relegator_factor,	0.2,1.4,0.1,1000,30.0654,418,0.6882,0.6880,0.6882,0.0224,0.0269,0.0225,100000,12063,9872,1002,8045,66.656,84.581
relegator_factor,	0.2,1.4,0.1,1000,31.2415,437,0.6635,0.6633,0.6636,0.0216,0.0265,0.0224,100000,11953,9860,910,7994,66.760,84.717
relegator_factor,	0.2,1.4,0.1,1000,25.7844,359,0.7384,0.7383,0.7385,0.0235,0.0278,0.0235,100000,12087,9870,1147,8157,66.609,84.566
relegator_factor,	0.2,1.4,0.1,1000,30.3252,421,0.7841,0.7840,0.7841,0.0226,0.0275,0.0235,100000,11913,9882,1095,8178,66.937,84.925
relegator_diff,	0.2,1.4,0.1,1000,27.8551,389,0.6593,0.6591,0.6594,-16.2611,-13.6589,-16.1902,100000,12148,9873,137,6270,66.532,78.332
relegator_diff,	0.2,1.4,0.1,1000,26.3152,367,0.6625,0.6623,0.6625,-16.0145,-14.1912,-14.9380,100000,11845,9878,201,6526,67.021,79.568
relegator_diff,	0.2,1.4,0.1,1000,24.9467,348,0.6990,0.6989,0.6991,-15.6772,-13.7311,-14.9502,100000,12027,9865,183,6606,66.674,80.174
relegator_diff,	0.2,1.4,0.1,1000,19.4680,271,0.6262,0.6259,0.6263,-10.6087,-10.0165,-9.4595,100000,12059,9890,3136,8599,66.756,79.379
relegator_diff,	0.2,1.4,0.1,1000,26.8805,376,0.4381,0.4383,0.4381,-16.1910,-13.9165,-15.7967,100000,11940,9834,203,6577,66.644,79.875
relegator_diff,	0.2,1.4,0.1,1000,25.7380,359,0.4179,0.4180,0.4178,-15.7633,-13.7994,-15.4548,100000,12091,9875,144,6344,66.629,78.760
relegator_diff,	0.2,1.4,0.1,1000,29.1036,407,0.6559,0.6559,0.6560,-16.1412,-13.9015,-16.1718,100000,12036,9870,146,6398,66.686,79.090
relegator_diff,	0.2,1.4,0.1,1000,27.3438,380,0.7187,0.7185,0.7187,-15.9876,-14.4308,-16.2618,100000,12111,9886,169,6481,66.656,79.475
relegator_diff,	0.2,1.4,0.1,1000,23.9684,332,0.7343,0.7342,0.7344,-15.3246,-13.5666,-14.9633,100000,12115,9861,172,6306,66.519,78.349
relegator_diff,	0.2,1.4,0.1,1000,29.0816,406,0.7268,0.7266,0.7268,-16.1945,-13.8077,-15.7589,100000,12026,9886,190,6527,66.785,79.639
relegator_diff,	0.2,1.4,0.1,1000,29.7570,415,0.6348,0.6346,0.6349,-16.0002,-13.7604,-16.3038,100000,12025,9889,236,6567,66.802,79.619
relegator_diff,	0.2,1.4,0.1,1000,24.6102,342,0.4637,0.4638,0.4636,-15.7595,-13.8565,-15.6652,100000,12206,9853,154,6284,66.340,78.318
relegator_diff,	0.2,1.4,0.1,1000,25.4111,356,0.7287,0.7285,0.7287,-15.7014,-13.9529,-15.6829,100000,12168,9883,213,6480,66.554,79.207
relegator_diff,	0.2,1.4,0.1,1000,25.7286,358,0.4095,0.4096,0.4094,-16.1755,-13.9680,-15.7534,100000,12273,9871,149,6175,66.334,77.650
relegator_diff,	0.2,1.4,0.1,1000,17.3983,241,0.6460,0.6457,0.6461,-10.0201,-9.5965,-9.7262,100000,12111,9873,3286,8586,66.588,78.800
relegator_diff,	0.2,1.4,0.1,1000,25.2334,352,0.7115,0.7113,0.7115,-16.1845,-14.1912,-15.0795,100000,12281,9870,168,6502,66.316,79.613
relegator_diff,	0.2,1.4,0.1,1000,27.3293,380,0.4977,0.4978,0.4977,-15.9670,-14.0412,-15.8433,100000,12048,9863,121,6248,66.631,78.290
relegator_diff,	0.2,1.4,0.1,1000,25.8070,359,0.5002,0.5000,0.5003,-16.1122,-13.7996,-16.0953,100000,12193,9871,197,6374,66.454,78.631
relegator_diff,	0.2,1.4,0.1,1000,25.9344,363,0.7131,0.7129,0.7131,-15.7002,-14.0950,-15.5721,100000,12277,9874,130,6304,66.343,78.592
relegator_diff,	0.2,1.4,0.1,1000,24.5106,343,0.6552,0.6550,0.6553,-16.0438,-14.5007,-15.6768,100000,12211,9890,161,6509,66.526,79.699
